"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543602,33,"friend","Friend","Close","Nonmatching",1043,1.043,0
995543602,37,"friend","Friend","Close","Nonmatching",481,0.481,1
995543602,39,"friend","Friend","Close","Nonmatching",516,0.516,1
995543602,41,"self","Self","Self","Matching",706,0.706,1
995543602,43,"friend","Friend","Close","Matching",937,0.937,0
995543602,45,"friend","Friend","Close","Matching",760,0.76,1
995543602,47,"self","Self","Self","Matching",557,0.557,1
995543602,49,"self","Self","Self","Matching",482,0.482,1
995543602,53,"friend","Friend","Close","Matching",448,0.448,1
995543602,55,"self","Self","Self","Nonmatching",1011,1.011,1
995543602,57,"friend","Friend","Close","Nonmatching",1098,1.098,1
995543602,61,"friend","Friend","Close","Nonmatching",727,0.727,1
995543602,63,"friend","Friend","Close","Matching",919,0.919,1
995543602,65,"self","Self","Self","Matching",775,0.775,1
995543602,67,"self","Self","Self","Nonmatching",940,0.94,1
995543602,69,"self","Self","Self","Nonmatching",1159,1.159,1
995543602,71,"self","Self","Self","Nonmatching",790,0.79,1
995543602,73,"friend","Friend","Close","Nonmatching",982,0.982,1
995543602,77,"friend","Friend","Close","Nonmatching",640,0.64,1
995543602,81,"friend","Friend","Close","Nonmatching",939,0.939,1
995543602,83,"self","Self","Self","Nonmatching",982,0.982,1
995543602,91,"friend","Friend","Close","Nonmatching",832,0.832,1
995543602,93,"self","Self","Self","Nonmatching",783,0.783,1
995543602,95,"self","Self","Self","Matching",420,0.42,1
995543602,97,"friend","Friend","Close","Nonmatching",702,0.702,1
995543602,99,"self","Self","Self","Nonmatching",1020,1.02,1
995543602,101,"self","Self","Self","Nonmatching",612,0.612,1
995543602,103,"self","Self","Self","Nonmatching",526,0.526,1
995543602,105,"self","Self","Self","Matching",677,0.677,1
995543602,107,"self","Self","Self","Nonmatching",583,0.583,1
995543602,109,"self","Self","Self","Matching",467,0.467,1
995543602,111,"friend","Friend","Close","Nonmatching",511,0.511,1
995543602,113,"friend","Friend","Close","Matching",1052,1.052,1
995543602,115,"friend","Friend","Close","Matching",753,0.753,1
995543602,117,"friend","Friend","Close","Nonmatching",660,0.66,1
995543602,119,"friend","Friend","Close","Matching",866,0.866,1
995543602,121,"self","Self","Self","Nonmatching",615,0.615,1
995543602,123,"friend","Friend","Close","Matching",816,0.816,1
995543602,125,"friend","Friend","Close","Matching",465,0.465,1
995543602,127,"self","Self","Self","Matching",692,0.692,1
995543602,129,"friend","Friend","Close","Nonmatching",1004,1.004,1
995543602,131,"friend","Friend","Close","Nonmatching",548,0.548,1
995543602,133,"friend","Friend","Close","Nonmatching",508,0.508,1
995543602,135,"friend","Friend","Close","Nonmatching",447,0.447,1
995543602,141,"self","Self","Self","Matching",884,0.884,1
995543602,143,"friend","Friend","Close","Nonmatching",626,0.626,1
995543602,145,"self","Self","Self","Matching",582,0.582,1
995543602,147,"self","Self","Self","Matching",631,0.631,1
995543602,149,"self","Self","Self","Matching",472,0.472,1
995543602,151,"friend","Friend","Close","Nonmatching",753,0.753,1
995543602,155,"friend","Friend","Close","Matching",1116,1.116,0
995543602,157,"self","Self","Self","Nonmatching",1031,1.031,1
995543602,159,"self","Self","Self","Matching",661,0.661,1
995543602,161,"self","Self","Self","Nonmatching",567,0.567,1
995543602,165,"self","Self","Self","Matching",766,0.766,1
995543602,167,"friend","Friend","Close","Nonmatching",862,0.862,1
995543602,171,"self","Self","Self","Matching",831,0.831,1
995543602,173,"friend","Friend","Close","Nonmatching",648,0.648,1
995543602,175,"self","Self","Self","Matching",722,0.722,1
995543602,177,"self","Self","Self","Matching",374,0.374,1
995543602,179,"friend","Friend","Close","Matching",668,0.668,1
995543602,181,"self","Self","Self","Matching",649,0.649,1
995543602,183,"friend","Friend","Close","Nonmatching",641,0.641,1
995543602,185,"self","Self","Self","Matching",732,0.732,1
995543602,187,"self","Self","Self","Nonmatching",853,0.853,1
995543602,189,"friend","Friend","Close","Matching",827,0.827,1
995543602,191,"friend","Friend","Close","Matching",1129,1.129,1
995543602,193,"friend","Friend","Close","Matching",455,0.455,1
995543602,195,"friend","Friend","Close","Matching",381,0.381,1
995543602,197,"friend","Friend","Close","Nonmatching",812,0.812,1
995543602,199,"friend","Friend","Close","Nonmatching",914,0.914,1
995543602,201,"friend","Friend","Close","Nonmatching",527,0.527,1
995543602,203,"friend","Friend","Close","Matching",880,0.88,1
995543602,205,"friend","Friend","Close","Matching",760,0.76,1
995543602,207,"self","Self","Self","Matching",672,0.672,1
995543602,209,"self","Self","Self","Matching",383,0.383,1
995543602,211,"friend","Friend","Close","Nonmatching",608,0.608,1
995543602,215,"self","Self","Self","Nonmatching",851,0.851,1
995543602,217,"self","Self","Self","Matching",1131,1.131,1
995543602,219,"friend","Friend","Close","Matching",1051,1.051,1
995543602,221,"self","Self","Self","Nonmatching",888,0.888,1
995543602,223,"self","Self","Self","Nonmatching",639,0.639,1
995543602,225,"self","Self","Self","Matching",764,0.764,1
995543602,227,"self","Self","Self","Nonmatching",910,0.91,1
995543602,229,"self","Self","Self","Matching",470,0.47,1
995543602,231,"self","Self","Self","Matching",642,0.642,1
995543602,233,"friend","Friend","Close","Matching",852,0.852,1
995543602,235,"self","Self","Self","Nonmatching",785,0.785,1
995543602,237,"self","Self","Self","Nonmatching",939,0.939,1
995543602,239,"friend","Friend","Close","Nonmatching",919,0.919,1
995543604,1,"self","Self","Self","Nonmatching",909,0.909,1
995543604,3,"self","Self","Self","Matching",444,0.444,1
995543604,5,"friend","Friend","Close","Matching",473,0.473,0
995543604,7,"friend","Friend","Close","Nonmatching",1171,1.171,1
995543604,9,"friend","Friend","Close","Nonmatching",1197,1.197,1
995543604,11,"self","Self","Self","Nonmatching",1191,1.191,1
995543604,15,"friend","Friend","Close","Matching",814,0.814,1
995543604,17,"self","Self","Self","Matching",606,0.606,1
995543604,19,"friend","Friend","Close","Matching",758,0.758,1
995543604,21,"friend","Friend","Close","Nonmatching",726,0.726,1
995543604,23,"self","Self","Self","Nonmatching",680,0.68,1
995543604,25,"friend","Friend","Close","Matching",1006,1.006,1
995543604,27,"friend","Friend","Close","Matching",485,0.485,1
995543604,29,"self","Self","Self","Nonmatching",1087,1.087,1
995543604,31,"friend","Friend","Close","Matching",885,0.885,1
995543604,37,"self","Self","Self","Matching",751,0.751,1
995543604,39,"self","Self","Self","Matching",588,0.588,1
995543604,41,"self","Self","Self","Matching",314,0.314,1
995543604,43,"friend","Friend","Close","Nonmatching",864,0.864,1
995543604,45,"friend","Friend","Close","Nonmatching",661,0.661,1
995543604,47,"friend","Friend","Close","Matching",599,0.599,1
995543604,49,"self","Self","Self","Nonmatching",689,0.689,1
995543604,51,"self","Self","Self","Matching",289,0.289,1
995543604,53,"self","Self","Self","Nonmatching",605,0.605,1
995543604,57,"friend","Friend","Close","Nonmatching",843,0.843,1
995543604,61,"self","Self","Self","Nonmatching",659,0.659,1
995543604,63,"friend","Friend","Close","Matching",554,0.554,0
995543604,65,"friend","Friend","Close","Matching",271,0.271,1
995543604,67,"self","Self","Self","Nonmatching",532,0.532,1
995543604,69,"self","Self","Self","Nonmatching",609,0.609,1
995543604,71,"friend","Friend","Close","Nonmatching",499,0.499,1
995543604,73,"friend","Friend","Close","Nonmatching",519,0.519,1
995543604,75,"friend","Friend","Close","Matching",526,0.526,0
995543604,77,"friend","Friend","Close","Nonmatching",971,0.971,1
995543604,79,"friend","Friend","Close","Matching",569,0.569,1
995543604,81,"friend","Friend","Close","Nonmatching",855,0.855,1
995543604,83,"self","Self","Self","Matching",558,0.558,1
995543604,85,"self","Self","Self","Nonmatching",552,0.552,1
995543604,87,"self","Self","Self","Matching",804,0.804,1
995543604,89,"friend","Friend","Close","Nonmatching",495,0.495,1
995543604,91,"friend","Friend","Close","Matching",476,0.476,1
995543604,93,"friend","Friend","Close","Nonmatching",681,0.681,1
995543604,95,"self","Self","Self","Nonmatching",575,0.575,1
995543604,97,"self","Self","Self","Matching",498,0.498,1
995543604,99,"friend","Friend","Close","Matching",572,0.572,0
995543604,101,"friend","Friend","Close","Matching",803,0.803,0
995543604,103,"self","Self","Self","Matching",652,0.652,1
995543604,105,"self","Self","Self","Matching",344,0.344,1
995543604,107,"friend","Friend","Close","Nonmatching",779,0.779,1
995543604,109,"friend","Friend","Close","Nonmatching",616,0.616,1
995543604,111,"self","Self","Self","Matching",598,0.598,0
995543604,113,"friend","Friend","Close","Nonmatching",792,0.792,1
995543604,115,"self","Self","Self","Nonmatching",992,0.992,1
995543604,117,"self","Self","Self","Matching",704,0.704,1
995543604,119,"friend","Friend","Close","Matching",678,0.678,1
995543604,121,"friend","Friend","Close","Matching",722,0.722,1
995543604,123,"friend","Friend","Close","Matching",278,0.278,1
995543604,125,"friend","Friend","Close","Matching",266,0.266,1
995543604,127,"self","Self","Self","Nonmatching",428,0.428,1
995543604,129,"friend","Friend","Close","Matching",589,0.589,1
995543604,131,"self","Self","Self","Matching",338,0.338,1
995543604,133,"friend","Friend","Close","Nonmatching",926,0.926,1
995543604,135,"self","Self","Self","Matching",349,0.349,1
995543604,137,"friend","Friend","Close","Nonmatching",841,0.841,1
995543604,139,"self","Self","Self","Matching",482,0.482,1
995543604,141,"self","Self","Self","Matching",435,0.435,1
995543604,143,"self","Self","Self","Nonmatching",443,0.443,1
995543604,145,"self","Self","Self","Nonmatching",831,0.831,1
995543604,147,"friend","Friend","Close","Matching",600,0.6,1
995543604,149,"self","Self","Self","Matching",497,0.497,1
995543604,151,"friend","Friend","Close","Nonmatching",646,0.646,1
995543604,153,"self","Self","Self","Nonmatching",262,0.262,0
995543604,155,"self","Self","Self","Matching",442,0.442,1
995543604,157,"self","Self","Self","Matching",377,0.377,1
995543604,159,"self","Self","Self","Nonmatching",438,0.438,1
995543604,161,"self","Self","Self","Nonmatching",493,0.493,1
995543604,163,"self","Self","Self","Nonmatching",338,0.338,1
995543604,165,"friend","Friend","Close","Nonmatching",257,0.257,0
995543604,167,"self","Self","Self","Nonmatching",953,0.953,1
995543604,169,"friend","Friend","Close","Matching",709,0.709,1
995543604,171,"friend","Friend","Close","Nonmatching",585,0.585,1
995543604,173,"self","Self","Self","Matching",253,0.253,1
995543604,175,"friend","Friend","Close","Nonmatching",726,0.726,1
995543604,177,"self","Self","Self","Nonmatching",647,0.647,1
995543604,179,"friend","Friend","Close","Matching",519,0.519,1
995543604,181,"friend","Friend","Close","Nonmatching",603,0.603,1
995543604,183,"self","Self","Self","Nonmatching",476,0.476,1
995543604,185,"friend","Friend","Close","Nonmatching",463,0.463,1
995543604,187,"self","Self","Self","Nonmatching",768,0.768,1
995543604,189,"friend","Friend","Close","Matching",495,0.495,1
995543604,191,"self","Self","Self","Matching",546,0.546,1
995543604,193,"friend","Friend","Close","Matching",477,0.477,0
995543604,195,"friend","Friend","Close","Nonmatching",831,0.831,1
995543604,197,"self","Self","Self","Nonmatching",714,0.714,1
995543604,199,"self","Self","Self","Nonmatching",475,0.475,1
995543604,201,"self","Self","Self","Nonmatching",460,0.46,1
995543604,203,"self","Self","Self","Matching",663,0.663,0
995543604,205,"friend","Friend","Close","Matching",824,0.824,1
995543604,207,"friend","Friend","Close","Nonmatching",839,0.839,1
995543604,209,"self","Self","Self","Matching",509,0.509,1
995543604,211,"friend","Friend","Close","Nonmatching",502,0.502,0
995543604,213,"friend","Friend","Close","Matching",938,0.938,0
995543604,215,"friend","Friend","Close","Nonmatching",1067,1.067,1
995543604,217,"friend","Friend","Close","Nonmatching",979,0.979,1
995543604,219,"self","Self","Self","Nonmatching",875,0.875,1
995543604,221,"self","Self","Self","Matching",473,0.473,1
995543604,223,"self","Self","Self","Matching",456,0.456,1
995543604,225,"friend","Friend","Close","Matching",779,0.779,1
995543604,227,"self","Self","Self","Nonmatching",719,0.719,1
995543604,229,"friend","Friend","Close","Matching",553,0.553,1
995543604,231,"self","Self","Self","Matching",512,0.512,1
995543604,233,"self","Self","Self","Matching",472,0.472,1
995543604,235,"self","Self","Self","Matching",489,0.489,1
995543604,237,"self","Self","Self","Nonmatching",370,0.37,0
995543607,5,"friend","Friend","Close","Nonmatching",857,0.857,1
995543607,11,"friend","Friend","Close","Matching",1066,1.066,1
995543607,13,"self","Self","Self","Matching",1182,1.182,1
995543607,15,"self","Self","Self","Nonmatching",814,0.814,1
995543607,17,"self","Self","Self","Matching",841,0.841,1
995543607,19,"friend","Friend","Close","Matching",605,0.605,0
995543607,21,"friend","Friend","Close","Nonmatching",1002,1.002,1
995543607,23,"self","Self","Self","Matching",882,0.882,1
995543607,25,"self","Self","Self","Nonmatching",1043,1.043,1
995543607,35,"friend","Friend","Close","Nonmatching",713,0.713,1
995543607,37,"friend","Friend","Close","Nonmatching",616,0.616,1
995543607,39,"self","Self","Self","Matching",1079,1.079,1
995543607,43,"friend","Friend","Close","Nonmatching",718,0.718,1
995543607,45,"friend","Friend","Close","Matching",1005,1.005,1
995543607,47,"self","Self","Self","Matching",934,0.934,1
995543607,49,"self","Self","Self","Matching",486,0.486,1
995543607,53,"self","Self","Self","Nonmatching",842,0.842,1
995543607,61,"friend","Friend","Close","Nonmatching",1042,1.042,1
995543607,65,"friend","Friend","Close","Matching",693,0.693,1
995543607,67,"friend","Friend","Close","Nonmatching",1091,1.091,1
995543607,71,"self","Self","Self","Matching",1017,1.017,1
995543607,73,"friend","Friend","Close","Matching",1062,1.062,0
995543607,77,"friend","Friend","Close","Nonmatching",885,0.885,1
995543607,79,"self","Self","Self","Matching",970,0.97,1
995543607,81,"self","Self","Self","Nonmatching",884,0.884,1
995543607,83,"friend","Friend","Close","Matching",809,0.809,0
995543607,85,"self","Self","Self","Matching",974,0.974,1
995543607,87,"friend","Friend","Close","Matching",855,0.855,0
995543607,89,"friend","Friend","Close","Matching",990,0.99,0
995543607,93,"self","Self","Self","Matching",946,0.946,1
995543607,97,"friend","Friend","Close","Nonmatching",928,0.928,1
995543607,99,"self","Self","Self","Nonmatching",855,0.855,1
995543607,101,"friend","Friend","Close","Nonmatching",898,0.898,1
995543607,103,"self","Self","Self","Nonmatching",826,0.826,1
995543607,107,"self","Self","Self","Matching",837,0.837,1
995543607,109,"self","Self","Self","Matching",667,0.667,1
995543607,113,"self","Self","Self","Matching",639,0.639,1
995543607,115,"friend","Friend","Close","Nonmatching",776,0.776,1
995543607,117,"self","Self","Self","Nonmatching",1099,1.099,1
995543607,119,"friend","Friend","Close","Nonmatching",736,0.736,1
995543607,121,"friend","Friend","Close","Nonmatching",634,0.634,1
995543607,123,"friend","Friend","Close","Nonmatching",624,0.624,1
995543607,125,"self","Self","Self","Nonmatching",1037,1.037,1
995543607,129,"self","Self","Self","Nonmatching",667,0.667,1
995543607,131,"friend","Friend","Close","Matching",858,0.858,1
995543607,133,"friend","Friend","Close","Nonmatching",824,0.824,1
995543607,135,"self","Self","Self","Nonmatching",995,0.995,1
995543607,137,"friend","Friend","Close","Matching",978,0.978,1
995543607,139,"self","Self","Self","Nonmatching",701,0.701,1
995543607,141,"friend","Friend","Close","Nonmatching",1052,1.052,1
995543607,143,"friend","Friend","Close","Matching",855,0.855,1
995543607,145,"self","Self","Self","Nonmatching",753,0.753,1
995543607,147,"friend","Friend","Close","Nonmatching",824,0.824,1
995543607,149,"self","Self","Self","Matching",840,0.84,1
995543607,151,"self","Self","Self","Matching",707,0.707,1
995543607,153,"self","Self","Self","Matching",531,0.531,1
995543607,155,"friend","Friend","Close","Nonmatching",547,0.547,1
